Protein,INT_M.1,INT_M.2,POS_M.1,POS_M.2,pvalue,log2FC,imputed_log2FC,imputed_Pvalue,imputed_adjPvalue
A8DUK4;P02088,17.83959868,17.7412958,18.4360056,17.66255022,0.628569927,-0.258830669,-0.258830669,0.628569927,0.997566344
A8DUK4;P02088;P02089,15.77387374,15.78603985,16.43176278,15.02376986,0.924007814,0.052190477,0.052190477,0.924007814,0.997566344
A8DUK4;P02088;P02089;CON__Q3SX09,16.38991697,15.77640733,16.39616993,16.74478129,0.428627282,-0.487313458,-0.487313458,0.428627282,0.997566344
A8DUK4;P02088;P02089;CON__Q3SX09;P02104;CON__P02070,16.45058302,16.69152544,17.02117519,16.62356718,0.444437699,-0.251316956,-0.251316956,0.444437699,0.997566344
B1AY13,14.67997301,14.53372135,14.7237938,14.60807223,0.924262751,-0.059085838,-0.059085838,0.924262751,0.997566344
B2RQC6,14.65331076,15.20942972,15.14138557,15.38828416,0.605864622,-0.333464622,-0.333464622,0.605864622,0.997566344
B2RXC1,15.69463863,15.65466499,15.68926093,15.60211889,0.954888966,0.028961897,0.028961897,0.954888966,0.997566344
B2RXM2;J3QNY1,15.43451814,15.68838692,16.10598682,15.83619167,0.548391896,-0.409636711,-0.409636711,0.548391896,0.997566344
D3YTP3,16.74195933,16.98413485,15.96426864,15.75756157,0.086876985,1.002131985,1.002131985,0.086876985,0.988262249
D3Z3L3,14.47256393,14.27583351,14.79568457,14.37931067,0.677379528,-0.213298904,-0.213298904,0.677379528,0.997566344
D3Z3N4,13.82257083,14.54321311,13.43775207,14.61332905,0.879316413,0.157351408,0.157351408,0.879316413,0.997566344
D3Z4K0,14.67524036,14.98610868,15.11231732,14.62759088,0.946307521,-0.039279581,-0.039279581,0.946307521,0.997566344
D4AFX7,14.66778569,14.95880652,15.09384455,14.87801956,0.709090589,-0.172635957,-0.172635957,0.709090589,0.997566344
E9PV24,14.93663849,14.79076295,15.71059509,15.71491666,0.172204923,-0.849055155,-0.849055155,0.172204923,0.988262249
E9PVA8,15.96817863,15.71156099,15.61560487,15.50468225,0.614829646,0.279726247,0.279726247,0.614829646,0.997566344
E9PWG2,16.39040897,16.3384473,16.26673895,16.19215889,0.758376246,0.134979214,0.134979214,0.758376246,0.997566344
E9PWQ3,14.67229716,15.10356868,15.33489725,15.13707617,0.530992819,-0.348053792,-0.348053792,0.530992819,0.997566344
E9PYG6,12.75730666,13.02124027,12.62962983,12.6308359,0.559591098,0.259040599,0.259040599,0.559591098,0.997566344
E9PYK3,14.17102038,14.14394118,14.31288296,14.48350091,0.601233465,-0.240711152,-0.240711152,0.601233465,0.997566344
E9Q0S6,15.72393109,15.7993437,16.08418225,15.94035585,0.663619895,-0.250631654,-0.250631654,0.663619895,0.997566344
E9Q3H6,15.94825315,16.14984633,14.78535029,14.8443625,0.125397329,1.234193343,1.234193343,0.125397329,0.988262249
Q3V037,12.92102268,13.32951607,9.774474,9.871751,NA,Inf,3.302156875,0.008571011,0.988262249
E9Q3L2,11.94706714,12.0694095,12.87479052,12.92754277,0.205624923,-0.892928326,-0.892928326,0.205624923,0.988262249
E9Q4Z2,17.35011003,17.63328907,16.03073956,16.02373904,0.102252992,1.464460246,1.464460246,0.102252992,0.988262249
E9Q512,14.87310092,14.9279151,14.68461086,14.5026276,0.526703488,0.306888781,0.306888781,0.526703488,0.997566344
E9Q555,15.43892177,15.56789667,16.18777733,16.13268046,0.230293559,-0.656819672,-0.656819672,0.230293559,0.988262249
E9Q5N9,17.97292371,17.60037755,16.76939881,15.98566408,0.329031064,1.409119186,1.409119186,0.329031064,0.997566344
E9Q616,17.5621869,17.95154133,18.51706265,18.41756045,0.105580026,-0.710447437,-0.710447437,0.105580026,0.988262249
E9Q6E5,15.7389103,15.36077851,15.37592183,15.3421094,0.601054484,0.190828789,0.190828789,0.601054484,0.997566344
E9Q6P5,14.94516946,15.46515185,15.62764787,15.26535866,0.742615582,-0.241342607,-0.241342607,0.742615582,0.997566344
E9Q6R7,16.01605422,16.13458486,16.64154209,16.37875686,0.427491541,-0.43482993,-0.43482993,0.427491541,0.997566344
E9Q7G0,15.17805336,14.90041715,14.89623947,14.7892935,0.509247097,0.196468767,0.196468767,0.509247097,0.997566344
E9Q8I9,16.01720647,16.2880534,16.27590624,16.11356918,0.946293738,-0.042107772,-0.042107772,0.946293738,0.997566344
Q99LC5,17.76668035,17.83127839,15.49847128,14.79408451,0.045359429,2.652701476,2.652701476,0.045359429,0.988262249
F6ZDS4,14.99681767,14.90956501,14.77083222,14.55511624,0.551490514,0.290217111,0.290217111,0.551490514,0.997566344
F8VPN4,13.63911456,13.53661149,13.05756873,12.85254902,0.241666177,0.632804151,0.632804151,0.241666177,0.988262249
F8VPU2,14.96883193,14.78227505,14.4501762,14.17309195,0.296348278,0.563919418,0.563919418,0.296348278,0.997566344
G3X972,14.77288156,15.32748247,14.55626654,15.16345313,0.710942497,0.190322178,0.190322178,0.710942497,0.997566344
G3X9I7,14.03771853,13.81287922,14.30634655,13.42862189,0.961574767,0.057814657,0.057814657,0.961574767,0.997566344
G3X9K3,13.74230944,13.98601977,13.94599242,13.67253584,0.854566237,0.054900473,0.054900473,0.854566237,0.997566344
G3XA57;Q9D620,13.55842071,13.39097501,13.45121111,13.22836778,0.8047681,0.134908415,0.134908415,0.8047681,0.997566344
O08528,16.45681856,16.66874509,15.15577251,15.31334432,0.13784509,1.32822341,1.32822341,0.13784509,0.988262249
O08529,14.44622898,14.35231935,15.13396141,14.84994259,0.303086522,-0.59267783,-0.59267783,0.303086522,0.997566344
O08547,15.53884305,15.71794986,16.32485569,16.31162269,0.277516771,-0.689842738,-0.689842738,0.277516771,0.996315489
O08553,15.0470403,15.42081554,15.78350445,15.12074941,0.756868435,-0.218199013,-0.218199013,0.756868435,0.997566344
O08579,15.69422184,15.48375281,16.25018737,15.76994113,0.389557948,-0.421076923,-0.421076923,0.389557948,0.997566344
O08582,12.76236127,13.71810471,13.4472124,12.75755669,0.849514048,0.137848448,0.137848448,0.849514048,0.997566344
O08638,12.03018585,12.33241683,12.47759361,12.0901786,0.694456589,-0.102584764,-0.102584764,0.694456589,0.997566344
O08648,13.9881521,14.40640433,14.38248894,14.3639294,0.785010885,-0.175930954,-0.175930954,0.785010885,0.997566344
O08709,15.39282679,15.58078247,15.52780408,15.39527177,0.958231983,0.025266712,0.025266712,0.958231983,0.997566344
E9Q3H6;Q3THF9,14.67237009,14.95060146,11.92625893,12.73072486,0.04816758,2.482993883,2.482993883,0.04816758,0.988262249
O08739,15.96298635,15.60701238,14.90317576,14.55242895,0.094262596,1.057197009,1.057197009,0.094262596,0.988262249
O08739;Q3V1D3,16.24151771,15.98544173,15.25672469,15.6462493,0.335389361,0.661992724,0.661992724,0.335389361,0.997566344
O08749,18.64955632,18.79525334,17.2738128,17.47514472,0.244758247,1.347926066,1.347926066,0.244758247,0.990420869
O08756,16.53526146,16.64843917,15.14985884,15.50671006,0.115330429,1.263565873,1.263565873,0.115330429,0.988262249
O08759,11.06433643,11.31129546,11.89444877,11.85362908,0.186300434,-0.68622298,-0.68622298,0.186300434,0.988262249
O08788,15.9772176,15.96686209,16.18008151,15.98344432,0.853733127,-0.109723063,-0.109723063,0.853733127,0.997566344
O08807,18.77468412,19.08656647,19.24048857,18.90598041,0.807439332,-0.142609187,-0.142609187,0.807439332,0.997566344
O08808,15.82239043,15.88353041,16.17786049,15.80103518,0.816881248,-0.136487416,-0.136487416,0.816881248,0.997566344
O09012,14.7406938,14.88517204,15.06105262,14.78201832,0.850950734,-0.108602549,-0.108602549,0.850950734,0.997566344
O09167,16.24432667,16.51452914,16.13837181,16.8591465,0.852235472,-0.119331245,-0.119331245,0.852235472,0.997566344
O35071;Q60575,16.31553878,16.37771891,16.46115967,16.24466114,0.992089692,-0.006281562,-0.006281562,0.992089692,0.997566344
O35071;Q60575;P33173,14.30820983,14.40339129,14.49115437,14.21396012,0.994841514,0.003243314,0.003243314,0.994841514,0.99790445
O35129,17.01465256,17.64947526,16.09729226,16.05069792,0.119444812,1.258068822,1.258068822,0.119444812,0.988262249
O35286,15.78961575,15.80801569,16.04326786,16.23156926,0.654328183,-0.338602839,-0.338602839,0.654328183,0.997566344
O35295,14.02418697,14.31471609,14.25958439,14.14547574,0.961194094,-0.033078535,-0.033078535,0.961194094,0.997566344
O35344,14.5301055,14.5300405,14.78795356,14.85802887,0.617720262,-0.292918218,-0.292918218,0.617720262,0.997566344
O35350,15.22716083,15.31889849,15.16102307,14.63974179,0.56272898,0.372647235,0.372647235,0.56272898,0.997566344
O35382,12.77633909,12.80899258,12.51910762,12.94747108,0.903701152,0.059376488,0.059376488,0.903701152,0.997566344
O35459,13.36262878,13.95882455,13.6836526,13.47281774,0.900207503,0.082491498,0.082491498,0.900207503,0.997566344
O35465,15.6003101,15.97553378,16.14932719,15.87523271,0.779058662,-0.224358009,-0.224358009,0.779058662,0.997566344
O35516,11.61466384,12.63583146,14.0193301,12.43003432,0.178291375,-1.099434559,-1.099434559,0.178291375,0.988262249
O35593,17.56584585,17.70832952,18.10548911,17.64877887,0.573430691,-0.240046303,-0.240046303,0.573430691,0.997566344
O35639,14.83521156,15.42554375,15.73803947,15.23653746,0.563453314,-0.356910807,-0.356910807,0.563453314,0.997566344
O35643,14.9684418,14.8446077,14.3929211,15.33326019,0.957348355,0.043434103,0.043434103,0.957348355,0.997566344
O35658,15.39760779,15.6056242,15.20097521,15.16290266,0.517071052,0.319677056,0.319677056,0.517071052,0.997566344
O35685,16.11190959,15.87595026,15.57675683,15.73156656,0.67319839,0.339768224,0.339768224,0.67319839,0.997566344
O35737;P70333,14.12666755,14.38929208,14.8976333,14.80729446,0.485710258,-0.594484062,-0.594484062,0.485710258,0.997566344
O35855,15.19219393,15.52319115,15.48516607,15.13024242,0.939244444,0.049988291,0.049988291,0.939244444,0.997566344
Q149B8,15.64171573,15.05177367,12.67556769,13.27473618,0.033848505,2.371592768,2.371592768,0.033848505,0.988262249
O35945,15.2690207,15.7783934,16.37059562,16.20429863,0.324989167,-0.763740075,-0.763740075,0.324989167,0.997566344
O35954,15.09303086,14.93445334,15.13313403,14.72140464,0.851065551,0.08647277,0.08647277,0.851065551,0.997566344
O54692,13.50655553,14.02997735,14.39446269,13.44979348,0.78836152,-0.15386165,-0.15386165,0.78836152,0.997566344
O54724,16.9128399,17.13465379,17.78858188,17.71899548,0.325203014,-0.730041841,-0.730041841,0.325203014,0.997566344
O54754,13.77090177,13.97846288,14.178337,13.80451332,0.875106395,-0.116742837,-0.116742837,0.875106395,0.997566344
O54774,16.92610652,16.67661816,16.84052187,16.95352143,0.834263686,-0.095659312,-0.095659312,0.834263686,0.997566344
O54833,13.06506265,13.41930186,13.37897215,13.1199462,0.991914991,-0.007276913,-0.007276913,0.991914991,0.997566344
O54931,16.89409589,16.89175951,16.16931903,15.86855176,0.213528205,0.873992302,0.873992302,0.213528205,0.988262249
O54988,14.78616251,15.20744046,15.21770441,15.4381028,0.694634257,-0.331102116,-0.331102116,0.694634257,0.997566344
O55023,16.17150033,16.11840643,16.21853566,15.88004643,0.844592455,0.095662333,0.095662333,0.844592455,0.997566344
O55029,14.26159807,14.02787306,14.37313591,14.14288637,0.82680323,-0.113275571,-0.113275571,0.82680323,0.997566344
O55106,14.31548398,14.49867719,15.14362099,14.71515166,0.308509473,-0.522305739,-0.522305739,0.308509473,0.997566344
O55131,14.76885764,14.92236798,14.70490755,14.46418943,0.695237545,0.261064317,0.261064317,0.695237545,0.997566344
O55137;Q9QYR7,14.04857202,14.91040851,14.23069598,14.38093449,0.679048061,0.173675028,0.173675028,0.679048061,0.997566344
O55142,16.58474616,16.62502479,15.90643298,16.28964804,0.402176504,0.506844962,0.506844962,0.402176504,0.997566344
O55143,16.1879672,16.22652802,15.99347465,16.01477517,0.737929289,0.203122704,0.203122704,0.737929289,0.997566344
O55222,15.90884834,15.89994691,15.93737292,15.98219146,0.910489645,-0.055384566,-0.055384566,0.910489645,0.997566344
O55229,15.51085687,16.21247739,16.00026414,15.87989431,0.915905321,-0.078412097,-0.078412097,0.915905321,0.997566344
P10637,15.9769194,16.12206376,13.76101036,13.73976639,0.010772447,2.29910321,2.29910321,0.010772447,0.988262249
O70133,14.63407067,14.94072726,14.8343477,15.0004258,0.809919333,-0.129987786,-0.129987786,0.809919333,0.997566344
O70194,13.68507727,14.17889823,13.66010734,13.68101874,0.696376254,0.261424704,0.261424704,0.696376254,0.997566344
O70251,16.12078462,15.72083208,15.50633858,15.82781406,0.662113043,0.253732027,0.253732027,0.662113043,0.997566344
O70305,15.43119423,15.07958311,14.45679893,14.25590695,0.206459535,0.899035727,0.899035727,0.206459535,0.988262249
O70310,16.59677339,16.19539469,15.81444579,15.5245157,0.231699806,0.726603294,0.726603294,0.231699806,0.988262249
O70311,16.26300444,16.04976527,15.72044303,15.42639892,0.351999949,0.582963884,0.582963884,0.351999949,0.997566344
O70318,16.54619985,16.47963289,16.63169415,16.46387989,0.95480307,-0.034870653,-0.034870653,0.95480307,0.997566344
O70325,15.87362793,16.36195296,15.44040667,15.88888121,0.513840669,0.453146501,0.453146501,0.513840669,0.997566344
O70378,14.6513881,14.97454903,15.06772845,14.65776504,0.953483211,-0.049778177,-0.049778177,0.953483211,0.997566344
O70423,15.65747908,16.40819704,17.44896453,16.75902992,0.062628931,-1.071159165,-1.071159165,0.062628931,0.988262249
O70492,14.25096453,14.78856541,15.00724632,14.93138389,0.529009696,-0.449550134,-0.449550134,0.529009696,0.997566344
O70503,16.43857091,17.11742906,16.66941021,16.0447053,0.375094263,0.420942232,0.420942232,0.375094263,0.997566344
O70571,17.01460583,17.25187606,15.30406143,15.22516425,0.113681671,1.868628107,1.868628107,0.113681671,0.988262249
O70589,17.59565086,17.43884057,17.0628683,16.94775107,0.546526221,0.511936031,0.511936031,0.546526221,0.997566344
O88343,16.69821585,16.45199179,14.43301963,14.53219692,0.090904078,2.092495548,2.092495548,0.090904078,0.988262249
O88448,14.63900148,14.61488235,14.82615121,14.35762073,0.96485219,0.035055942,0.035055942,0.96485219,0.997566344
O88487,14.45584091,14.70336289,14.90015925,14.78115477,0.590737675,-0.261055107,-0.261055107,0.590737675,0.997566344
O88492,16.84554242,16.69663298,17.63431408,17.2816245,0.267423296,-0.686881586,-0.686881586,0.267423296,0.996315489
O88512,16.2889922,16.27523335,16.37410553,16.20472396,0.987419721,-0.00730197,-0.00730197,0.987419721,0.997566344
O88522,13.29382085,13.94396039,14.43414502,13.66523606,0.381469655,-0.430799922,-0.430799922,0.381469655,0.997566344
O88532,10.20689226,10.4604559,9.774474,10.18673329,0.873758718,0.146940789,0.146940789,0.873758718,0.997566344
O88544,14.25753517,14.80609644,14.54665335,14.19852178,0.804580835,0.159228243,0.159228243,0.804580835,0.997566344
O88569,17.242374,16.95373308,16.88307654,16.54632291,0.589470992,0.383353818,0.383353818,0.589470992,0.997566344
O88587,15.74737518,16.28861825,16.10003996,16.18340727,0.859977478,-0.123726894,-0.123726894,0.859977478,0.997566344
O88685,16.50471695,16.55697395,16.20928849,16.12770137,0.552269871,0.362350514,0.362350514,0.552269871,0.997566344
O88696,17.18158427,17.20741869,16.51002221,16.35758747,0.377487926,0.760696644,0.760696644,0.377487926,0.997566344
O88738,15.49956564,15.62102925,15.28208053,15.18715462,0.425156721,0.325679869,0.325679869,0.425156721,0.997566344
O88842,13.15413773,13.2167307,13.2094229,13.11142914,0.962309268,0.025008198,0.025008198,0.962309268,0.997566344
O88844,16.19344731,16.20957158,16.70907931,16.35059393,0.657278602,-0.328327178,-0.328327178,0.657278602,0.997566344
O89053,13.51509184,13.93576535,15.92135283,15.72189732,0.093530118,-2.096196478,-2.096196478,0.093530118,0.988262249
O89079,14.39259866,14.45749504,14.78365968,14.564106,0.684218831,-0.248835991,-0.248835991,0.684218831,0.997566344
P00329,16.14559949,16.26058492,16.64354441,16.35211536,0.621420836,-0.294737678,-0.294737678,0.621420836,0.997566344
P00405,17.76308823,17.34977138,15.61297287,15.60345493,0.13619732,1.948215911,1.948215911,0.13619732,0.988262249
P01027,14.60892484,14.98602701,15.71533579,15.54005104,0.195559117,-0.830217492,-0.830217492,0.195559117,0.988262249
P01942,19.12288062,19.44249077,20.14192365,19.22415494,0.457607842,-0.400353598,-0.400353598,0.457607842,0.997566344
P01942;CON__P01966,16.52697293,17.19007543,17.20418902,15.29723871,0.640397586,0.607810312,0.607810312,0.640397586,0.997566344
P04117,16.95310307,17.52374893,17.43267663,16.95261945,0.94872607,0.04577796,0.04577796,0.94872607,0.997566344
P04117;P24526;O08716;A0A0A6YW05,16.55857019,17.21095666,17.34143195,16.97634036,0.722868458,-0.274122734,-0.274122734,0.722868458,0.997566344
P05064;A6ZI46,17.08787078,17.49294848,17.33440272,16.79767588,0.747947707,0.224370325,0.224370325,0.747947707,0.997566344
P05132,15.87108509,16.00901941,15.33991267,15.41937444,0.378966705,0.560408696,0.560408696,0.378966705,0.997566344
P05213;P68369,11.45527584,13.16860945,13.53345141,14.3833668,0.3160923,-1.646466461,-1.646466461,0.3160923,0.997566344
P05213;P68369;P68373,18.30869237,18.8512358,19.44309808,18.69123087,0.481209814,-0.487200393,-0.487200393,0.481209814,0.997566344
P05213;P68369;P68373;P05214,17.96397979,17.96814927,18.16167319,19.44501889,0.280595886,-0.83728151,-0.83728151,0.280595886,0.996315489
P06151,18.44610804,18.67374114,17.7441243,18.16368289,0.280718734,0.606020999,0.606020999,0.280718734,0.996315489
P06151;P00342,15.35259523,16.49191571,15.20265953,15.38619931,0.451719897,0.62782605,0.62782605,0.451719897,0.997566344
P06537,13.95262781,13.81307971,14.31209033,13.5841983,0.9191902,-0.065290552,-0.065290552,0.9191902,0.997566344
P06728,15.80430727,16.22585203,15.53455931,14.69590686,0.167705248,0.899846566,0.899846566,0.167705248,0.988262249
P06745,14.96607209,15.44944113,14.57396903,14.30015534,0.396243252,0.77069442,0.77069442,0.396243252,0.997566344
P06801,15.44339686,15.79098478,16.29289676,15.62599416,0.529003923,-0.342254638,-0.342254638,0.529003923,0.997566344
P07310,14.41345166,14.83166725,14.48475997,15.54097558,0.630711032,-0.39030832,-0.39030832,0.630711032,0.997566344
P07356,16.96781484,17.4218617,17.76414035,17.37417382,0.450160264,-0.374318818,-0.374318818,0.450160264,0.997566344
Q9D2G2,17.50198654,17.26245279,15.29510481,14.88337822,0.049741051,2.292978148,2.292978148,0.049741051,0.988262249
Q9ER39,11.86178482,12.20652602,9.774474,9.871751,NA,Inf,2.21104292,0.001423701,0.988262249
P07759;Q03734,14.79559029,15.3012648,16.98601481,15.88025047,0.095497914,-1.38470509,-1.38470509,0.095497914,0.988262249
P07901,15.09837015,15.87067599,15.00341406,15.09164199,0.532712755,0.436995043,0.436995043,0.532712755,0.997566344
P08113,14.31969607,14.59921457,15.32069345,15.09183352,0.275492435,-0.746808166,-0.746808166,0.275492435,0.996315489
P08207,18.04008634,18.37228694,19.01091596,18.60034125,0.154402529,-0.599441967,-0.599441967,0.154402529,0.988262249
P08228,16.21725448,16.32224788,16.34910867,16.12092731,0.949267254,0.034733189,0.034733189,0.949267254,0.997566344
P08249,15.74276745,16.46876658,15.03286364,14.23472119,0.228429395,1.471974601,1.471974601,0.228429395,0.988262249
P08551,16.23408848,15.2447637,16.70468055,16.32117206,0.332935913,-0.773500217,-0.773500217,0.332935913,0.997566344
P08752,14.26665287,14.74550396,15.69091764,15.78887579,0.185291595,-1.233818295,-1.233818295,0.185291595,0.988262249
P09055,14.65093954,14.93783356,15.89228192,15.57928647,0.228345678,-0.941397647,-0.941397647,0.228345678,0.988262249
P09405,16.24619419,16.1597012,16.10492604,16.07438299,0.822149755,0.113293183,0.113293183,0.822149755,0.997566344
P09411,16.67527593,16.77465658,15.59741299,15.4775513,0.06458045,1.187484112,1.187484112,0.06458045,0.988262249
P09411;P09041,13.31344994,13.71306426,12.18967015,12.7390844,0.263106399,1.04887982,1.04887982,0.263106399,0.996315489
P09671,14.16143523,14.96216648,13.48341863,12.51503064,0.317594029,1.562576221,1.562576221,0.317594029,0.997566344
P0CG50;P0CG49;P62983;P62984;A0A0A6YW67,16.48639944,17.00816743,17.66144044,17.48047843,0.237929123,-0.823676002,-0.823676002,0.237929123,0.988262249
P0CG50;P0CG49;P62983;P62984;A0A0A6YW67;D3YYZ2,17.0451644,17.33373219,17.79955453,17.97013478,0.334381093,-0.695396365,-0.695396365,0.334381093,0.997566344
P0DN34,16.15283937,16.45470091,15.84972273,15.22347384,0.164893219,0.76717186,0.76717186,0.164893219,0.988262249
P0DOV2,19.76876909,19.14946929,17.56599456,16.974437,0.162518788,2.188903407,2.188903407,0.162518788,0.988262249
P0DOV2;Q8CGE8;P0DOV1,13.11881133,12.94346719,13.32474311,13.61090949,0.255814879,-0.43668704,-0.43668704,0.255814879,0.995139818
Q8R1S0,16.25453042,16.35342254,14.27313994,13.99161042,0.046413715,2.1716013,2.1716013,0.046413715,0.988262249
P10126,16.75183355,16.99996393,16.77223724,17.00360575,0.984583833,-0.012022753,-0.012022753,0.984583833,0.997566344
P10126;P62631,17.72177418,18.19030879,17.85952761,17.70601508,0.809915899,0.17327014,0.17327014,0.809915899,0.997566344
P10630,17.46398957,17.62478635,17.32403987,17.2140914,0.583975229,0.275322322,0.275322322,0.583975229,0.997566344
Q8VHQ9,16.02818426,16.04906036,13.65088149,14.09172765,0.041041125,2.167317741,2.167317741,0.041041125,0.988262249
P10639,18.06371106,17.40307862,17.2904149,18.26805763,0.948215051,-0.04584143,-0.04584143,0.948215051,0.997566344
P10649,16.43832988,16.28009453,16.91889608,16.21983441,0.729900128,-0.210153035,-0.210153035,0.729900128,0.997566344
P10649;P15626;Q80W21;Q8R5I6;F6Y363,16.09257134,16.64962107,17.11685158,15.98730843,0.736199503,-0.180983796,-0.180983796,0.736199503,0.997566344
P10852,15.20964374,14.14744345,13.76269347,13.43879185,0.452640528,1.077800934,1.077800934,0.452640528,0.997566344
P10853;Q64475;Q8CGP2;Q8CGP1;Q6ZWY9;Q64478;P10854;Q64525,15.93817795,16.3377531,16.42565357,16.73800909,0.45515804,-0.443865808,-0.443865808,0.45515804,0.997566344
P10853;Q64475;Q8CGP2;Q8CGP1;Q6ZWY9;Q64478;P10854;Q64525;P70696,21.20705246,21.08828877,22.14261192,21.74011837,0.274693707,-0.793694532,-0.793694532,0.274693707,0.996315489
P10853;Q64475;Q8CGP2;Q8CGP1;Q6ZWY9;Q64478;P10854;Q64525;Q9D2U9;P70696;Q8CGP0;Q64524,17.16513438,16.94789239,17.84122526,17.43270859,0.167202778,-0.580453542,-0.580453542,0.167202778,0.988262249
P10853;Q64475;Q8CGP2;Q8CGP1;Q6ZWY9;Q64478;P10854;Q64525;Q9D2U9;Q8CGP0;Q64524,21.98676422,22.03691141,23.39322809,22.62546806,0.279723411,-0.997510259,-0.997510259,0.279723411,0.996315489
P10853;Q64475;Q8CGP2;Q8CGP1;Q9D2U9;P70696;Q8CGP0,17.00788138,17.42808205,18.26380102,17.86876228,0.234542087,-0.848299933,-0.848299933,0.234542087,0.988262249
P10922,16.72959419,16.1744458,15.68071664,15.01179658,0.114786548,1.105763388,1.105763388,0.114786548,0.988262249
P11031,17.09114609,17.07378593,17.03025761,17.62677848,0.773338139,-0.246052037,-0.246052037,0.773338139,0.997566344
P11087,14.79529534,14.71588084,16.51199072,16.32566515,0.086597931,-1.663239842,-1.663239842,0.086597931,0.988262249
P11103,15.24978012,14.83318659,15.40104616,15.18762271,0.724773052,-0.25285108,-0.25285108,0.724773052,0.997566344
P11152,14.59575069,14.79483546,14.33874545,14.28568777,0.591078701,0.383076465,0.383076465,0.591078701,0.997566344
P11499,17.4337166,17.59583409,17.00572957,17.29558248,0.553519867,0.364119321,0.364119321,0.553519867,0.997566344
P11725,19.63528946,18.33319904,18.43562957,18.70806003,0.494219927,0.412399446,0.412399446,0.494219927,0.997566344
P11881,15.45817298,15.45866342,14.29963733,14.47993288,0.173326077,1.068633094,1.068633094,0.173326077,0.988262249
P11983,15.3455628,15.69710332,15.4955388,15.67024211,0.921439367,-0.061557396,-0.061557396,0.921439367,0.997566344
P12242,17.36043166,17.60439579,14.60480149,14.64695725,0.135794481,2.856534354,2.856534354,0.135794481,0.988262249
P12382,17.22967367,17.74101454,16.18200113,16.36717883,0.241238912,1.210754121,1.210754121,0.241238912,0.988262249
P12787,16.48978516,16.79799615,15.60977442,15.08566585,0.255442938,1.296170517,1.296170517,0.255442938,0.995139818
P12970,17.50602859,17.77204389,17.26929108,17.67376454,0.776630395,0.167508429,0.167508429,0.776630395,0.997566344
P12970;A0A140T8L3,17.05047498,17.10462294,16.64577699,16.69963785,0.460180125,0.404841538,0.404841538,0.460180125,0.997566344
P13020,13.74028071,14.03920206,15.05048902,14.34443024,0.19086526,-0.807718244,-0.807718244,0.19086526,0.988262249
P13542,14.14282503,13.76175898,12.80051572,15.04810367,0.982364917,0.027982309,0.027982309,0.982364917,0.997566344
P13707,18.76468159,18.84073116,16.8639651,17.05660895,0.178168032,1.842419351,1.842419351,0.178168032,0.988262249
P13707;Q3ULJ0,18.64846292,18.68790872,17.32148775,17.96262493,0.52973355,1.026129476,1.026129476,0.52973355,0.997566344
P14131,16.559422,16.73134389,16.54742667,16.66428202,0.937109772,0.039528602,0.039528602,0.937109772,0.997566344
P14142,14.99475118,15.28843355,14.29855489,14.09547928,0.259939746,0.94457528,0.94457528,0.259939746,0.996315489
P14148,15.15333103,15.16612306,15.28422805,15.83336821,0.545120386,-0.399071089,-0.399071089,0.545120386,0.997566344
P14152,15.31040134,15.42829193,15.40112658,14.69600038,0.519949667,0.320783155,0.320783155,0.519949667,0.997566344
P14206,15.83333691,15.52718129,16.31468823,15.77137436,0.395525424,-0.362772197,-0.362772197,0.395525424,0.997566344
P14576;E9PXC0,15.17677865,15.01986887,15.55931399,15.32162297,0.656780707,-0.34214472,-0.34214472,0.656780707,0.997566344
P14602,15.04178747,15.71422311,15.60185782,15.22199929,0.963049319,-0.033923265,-0.033923265,0.963049319,0.997566344
P14685,15.77104438,16.09748364,15.97572605,16.31535772,0.757262744,-0.211277872,-0.211277872,0.757262744,0.997566344
P14824,17.08348282,17.14997307,17.52423752,17.2276903,0.628543356,-0.259235958,-0.259235958,0.628543356,0.997566344
P14869,15.18368674,15.77840897,15.16448364,15.50671052,0.727981751,0.145450774,0.145450774,0.727981751,0.997566344
P15105,17.93716972,17.88371568,17.69891365,17.18924697,0.499646885,0.466362393,0.466362393,0.499646885,0.997566344
P15864,16.27851851,16.15697943,16.85509644,16.76083679,0.448640202,-0.590217646,-0.590217646,0.448640202,0.997566344
P15864;P43277,15.2289314,15.05883733,15.42097997,15.09440763,0.869894942,-0.113809437,-0.113809437,0.869894942,0.997566344
P15864;P43277;P43274;Q07133,16.90580077,16.55531693,17.65106173,17.58126176,0.447122421,-0.885602893,-0.885602893,0.447122421,0.997566344
P16015,17.70432796,17.75117458,19.16313763,18.24150681,0.142774755,-0.974570954,-0.974570954,0.142774755,0.988262249
P16125,18.04585996,18.4626475,16.195258,15.93142702,0.073968434,2.190911223,2.190911223,0.073968434,0.988262249
P16332,16.17857683,15.90787648,15.36686935,14.98076437,0.080599208,0.86940979,0.86940979,0.080599208,0.988262249
P16460,13.6341705,13.95514422,15.29746179,14.54298679,0.097632,-1.125566928,-1.125566928,0.097632,0.988262249
P16546,17.16921083,17.18737144,17.09906396,16.92751632,0.75227704,0.165000994,0.165000994,0.75227704,0.997566344
P16546;P08032,17.56621759,16.94580958,16.75889984,17.1071762,0.574967086,0.322975569,0.322975569,0.574967086,0.997566344
P16627,14.23047083,14.28749596,14.62416717,14.3393629,0.672329103,-0.222781638,-0.222781638,0.672329103,0.997566344
